iter	Logloss
0	0.6390825737
1	0.5899015424
2	0.5415345496
3	0.4941162426
4	0.4559793599
5	0.4135375544
6	0.3718719087
7	0.3405080171
8	0.3118994217
9	0.2821484557
10	0.2569220797
11	0.2361200777
12	0.2168334339
13	0.1981089199
14	0.1775499636
15	0.163170219
16	0.1492724523
17	0.1366531534
18	0.1249778646
19	0.1155223755
20	0.1064293094
21	0.09818695466
22	0.09081489436
23	0.08329475913
24	0.07646567479
25	0.06987271134
26	0.06467784457
27	0.0590564236
28	0.05485309664
29	0.05081223042
30	0.04719539192
31	0.04380287048
32	0.04034995756
33	0.03724916187
34	0.03451041181
35	0.03229948249
36	0.02984830409
37	0.02765073777
38	0.02572382343
39	0.02415608236
40	0.02241352187
41	0.02091936513
42	0.0195240964
43	0.01825695337
44	0.01709694365
45	0.01611141488
46	0.01510204449
47	0.01417211596
48	0.0133216265
49	0.01266054293
50	0.01198858772
51	0.01132481953
52	0.01081021382
53	0.01032565311
54	0.00984865151
55	0.00938848636
56	0.008853697436
57	0.00843706051
58	0.008062093935
59	0.00765641559
60	0.007328068298
61	0.006978095611
62	0.006668450039
63	0.006355947376
64	0.006140409196
65	0.005857970961
66	0.005628495038
67	0.005431466226
68	0.005243410503
69	0.005028279224
70	0.004866155573
71	0.004683582839
72	0.0044731115
73	0.004303728829
74	0.004176313362
75	0.004022577418
76	0.003893179696
77	0.003789526547
78	0.00370485417
79	0.003576087375
80	0.003469027819
81	0.00335318244
82	0.003251828744
83	0.003127970654
84	0.00306528734
85	0.002964532898
86	0.002883059778
87	0.002805852183
88	0.00270717201
89	0.002641655186
90	0.002559529176
91	0.002483991261
92	0.002403269984
93	0.002351585709
94	0.0022871081
95	0.002208094882
96	0.002156040698
97	0.002112042689
98	0.0020689105
99	0.002019561513
100	0.001980450476
101	0.001956804216
102	0.001913195538
103	0.001876959279
104	0.001852178667
105	0.00181318369
106	0.001786480934
107	0.001761457338
108	0.001730801517
109	0.001694162172
110	0.001666790457
111	0.001636990977
112	0.001607387319
113	0.001578209981
114	0.00155360473
115	0.001532069847
116	0.0015054598
117	0.001474236052
118	0.001452325594
119	0.001428027368
120	0.001410387521
121	0.001387278324
122	0.001370934895
123	0.001348470036
124	0.001327622376
125	0.001310230368
126	0.001284934888
127	0.001264300273
128	0.001241731839
129	0.001222185337
130	0.001202992561
131	0.001176427366
132	0.001156986288
133	0.00114039606
134	0.00111998605
135	0.001110256148
136	0.001095220928
137	0.001071952324
138	0.001060910397
139	0.001045162408
140	0.001034518019
141	0.001017231204
142	0.001003712384
143	0.0009906200012
144	0.0009827553698
145	0.0009701217905
146	0.0009560845766
147	0.0009462724273
148	0.0009388122693
149	0.0009250348592
150	0.0009170655549
151	0.0009058061909
152	0.0008936500844
153	0.0008849926898
154	0.0008777036151
155	0.0008745883957
156	0.0008700491966
157	0.0008565258106
158	0.0008417860568
159	0.0008339528099
160	0.0008243540524
161	0.0008169601892
162	0.0008169601892
163	0.0008082732596
164	0.000808273722
165	0.0008026176839
166	0.0007952256124
167	0.0007853169976
168	0.0007739985636
169	0.0007739774094
170	0.0007684401471
171	0.000761716052
172	0.0007616965161
173	0.0007564318312
174	0.0007517662847
175	0.0007449517928
176	0.0007376130693
177	0.0007298246162
178	0.0007206998058
179	0.000713801853
180	0.0007093398147
181	0.0007093338037
182	0.0007093447854
183	0.0007032470518
184	0.0007032556059
185	0.0006926774542
186	0.0006848742047
187	0.00067755704
188	0.00067755704
189	0.0006775014379
190	0.0006691574264
191	0.0006605924515
192	0.0006605906019
193	0.0006605906019
194	0.0006605844175
195	0.0006605846487
196	0.0006526147085
197	0.000644844751
198	0.0006448479877
199	0.0006448403005
200	0.0006448363124
201	0.0006448267756
202	0.0006381820956
203	0.0006381820956
204	0.0006327910633
205	0.0006327949936
206	0.0006327971899
207	0.0006327919302
208	0.0006262152789
209	0.0006262068403
210	0.0006262073027
211	0.0006261988641
212	0.0006261988641
213	0.0006261987485
214	0.0006196824387
215	0.0006196749827
216	0.000615017239
217	0.0006150349832
218	0.0006150292611
219	0.0006150083959
220	0.000615024695
221	0.0006150123262
222	0.0006150070087
223	0.0006150127308
224	0.000606429376
225	0.0006064252723
226	0.0006064249255
227	0.0005994464017
228	0.0005994472109
229	0.0005994482513
230	0.0005994398705
231	0.0005994418934
232	0.0005994294668
233	0.0005994394081
234	0.0005958564261
235	0.0005958379306
236	0.0005958324975
237	0.0005897466704
238	0.0005897351685
239	0.0005897311804
240	0.0005897421621
241	0.0005811345898
242	0.000576368763
243	0.0005763518859
244	0.0005763553538
245	0.000576341251
246	0.000576345817
247	0.0005763322344
248	0.0005763187674
249	0.0005691588143
250	0.000569165808
251	0.0005691673107
252	0.0005691537281
253	0.0005691514162
254	0.0005691567914
255	0.0005691511272
256	0.0005664302086
257	0.000566435815
258	0.0005664276655
259	0.0005595558376
260	0.0005595377467
261	0.0005595527743
262	0.0005595375155
263	0.0005595348568
264	0.0005595348568
265	0.000559520176
266	0.0005595171126
267	0.0005595089631
268	0.0005594972878
269	0.0005594986749
270	0.000559475729
271	0.0005594770583
272	0.0005594620885
273	0.0005594620885
274	0.0005594570601
275	0.000559468851
276	0.000559468851
277	0.0005594576381
278	0.0005594526674
279	0.0005594429573
280	0.0005594393738
281	0.0005594359059
282	0.0005594294324
283	0.0005594294324
284	0.0005594330159
285	0.0005594416857
286	0.000559437871
287	0.0005594246352
288	0.0005594191443
289	0.0005594250975
290	0.0005594142314
291	0.000553060971
292	0.000553060971
293	0.0005530511453
294	0.0005530486021
295	0.0005530583123
296	0.0005530366957
297	0.0005530353085
298	0.0005530403948
299	0.0005530332278
300	0.0005530249048
301	0.0005530059469
302	0.0005530149635
303	0.0005530126515
304	0.0005529979129
305	0.0005529933468
306	0.0005529896477
307	0.0005529956588
308	0.0005529728862
309	0.0005529951964
310	0.000552980689
311	0.0005529662972
312	0.0005529738688
313	0.0005529698229
314	0.0005529817872
315	0.0005529634073
316	0.0005529525412
317	0.0005529525412
318	0.0005529525412
319	0.0005529456053
320	0.0005529539283
321	0.0005529465301
322	0.0005529457209
323	0.0005529384383
324	0.0005529387851
325	0.0005529235841
326	0.000552920752
327	0.0005529287282
328	0.0005529142786
329	0.0005529112731
330	0.0005528968235
331	0.0005528990776
332	0.0005529045685
333	0.000552892084
334	0.0005529021409
335	0.0005529021409
336	0.0005528893097
337	0.0005528785592
338	0.0005528899455
339	0.0005528821427
340	0.0005528779812
341	0.0005528779812
342	0.0005528905235
343	0.0005528806399
344	0.0005528511627
345	0.0005528660169
346	0.0005528660169
347	0.0005528660169
348	0.0005528727215
349	0.0005528596591
350	0.0005528631848
351	0.0005528571738
352	0.0005528598325
353	0.0005528537059
354	0.0005528390829
355	0.0005528427242
356	0.0005528427242
357	0.000552833014
358	0.0005528362507
359	0.0005528563068
360	0.0005528371755
361	0.0005528295461
362	0.0005528225525
363	0.0005528225525
364	0.0005528154433
365	0.0005528154433
366	0.0005528212231
367	0.0005528230149
368	0.0005528260782
369	0.0005528171773
370	0.0005528171773
371	0.0005528171773
372	0.0005528171773
373	0.0005528053864
374	0.0005527959074
375	0.0005527959074
376	0.000552803479
377	0.0005528029588
378	0.0005527857349
379	0.0005451364604
380	0.0005451478467
381	0.0005451478467
382	0.0005451461706
383	0.0005451461706
384	0.000545144321
385	0.000545151488
386	0.0005451471531
387	0.0005451387146
388	0.000545129987
389	0.000545129987
390	0.0005451261145
391	0.0005451194677
392	0.000545109353
393	0.000545115653
394	0.0005451258833
395	0.0005451161732
396	0.0005451161732
397	0.000545109931
398	0.000545109931
399	0.0005450949612
400	0.0005450944988
401	0.0005450833437
402	0.0005450833437
403	0.0005451019548
404	0.0005450879098
405	0.0005450940364
406	0.0005450828235
407	0.000545086118
408	0.000545077506
409	0.0005450847308
410	0.0005450689519
411	0.0005450668711
412	0.0005450484912
413	0.0005450484912
